route,dest
"0,1,13,4,28,4,1,4,28,13,25",rs787
"0,1,13,7,7,7,1,6",b6-nem1-b
"0,1,7,7,1,33",b2-nem1-a
"0,1,10,7,28,7,1,7,28,10,25",rs1579
"0,1,1,28,10,10,1,28,13,36",a3-nem4-b
"0,1,1,28,7,1,7,7,7,8",d1-nem4-b
"0,1,7,1,10,28,7,13",b2-nem1-a
"0,1,7,7,7,1,10,28,10,24",rs1534
"0,1,28,1,7,11",a4-nem3-a
"0,1,13",a5-nem2-a
"0,1,13,7,7,7,12",c2-nem2-a
"0,1,28,7,7,7,7,13,1,13",d4-nem3-a
"0,1,28,1,5",b1-nem3-a
"0,1,13,7,7,1,28,11",b2-nem1-a
"0,1,1,28,4,13,4",c5-nem1-a
"0,1,28,7,1,7,7,36",c2-nem3-b
"0,1,1,28,7,1,7,28,4",a2-nem4-a
"0,1,1,7,10,28,3",a4-nem4-b
"0,1,10,31",a3-nem2-b
"0,1,28,4,2,13,28,4,4,1,12",d1-nem4-a
"0,1,1,28,10,10,1,28,13,7,2",a4-nem3-b
"0,1,7,1,8",b2-nem1-b
"0,1,4,4,1,28,4,1,28,25",rs249
"0,1,28,1,28,21",rs43
"0,1,1,28,10,1,28,7,31",a4-nem4-b
"0,1,10,10,7,7,1,13,15",b2-nem1-b
"0,1,10,10,7,7,7,1,14",c4-nem1-b
"0,1,28,13,1,7,10,11",a4-nem3-a
"0,1,1,28,10,10,1,28,7,7,13",b4-nem4-a
"0,1,28,4,10,1,28,8",a3-nem3-b
"0,1,10,10,4,4,28,4,24",rs1344
"0,1,13,7,28,13,1,7,10,7",c6-nem3-a
"0,1,4,4,1,28,10,1,28,21",rs723
"0,1,1,28,4,1,4,33",c1-nem4-a
"0,1,4,1,4,4,4,4,2",c2-nem2-a
"0,1,28,4,10,1,28,4,14",c1-nem3-b
"0,1,28,4,4,10,31",c3-nem2-a
"0,1,28,1,28,10,17",rs565
"0,1,13,13,7,1",a4-nem1-b
"0,1,28,10,1,10,24",rs1138
"0,1,4,4,4,1,13,28,13,1,11",d5-nem4-b
"0,1,28,7,1,7,7,10,28,6",b4-nem3-b
"0,1,1,28,4,1,13,26",rs1238
"0,1,1,28,7,1,7,7,10,28,1,4",b4-nem3-b
"0,1,4,1,10,4,10,28,19",rs1243
"0,1,1,28,4,13,35",b5-nem1-b
"0,1,1,7,10,28,10,1,28,13,7",b4-nem4-a
"0,1,1,28,4,1,10,4,2",c3-nem1-a
"0,1,28,7,1,13,17",rs1421
"0,1,28,4,10,1,28,1,7,7,32",a4-nem4-b
"0,1,13,7,28,13,1,7,28,7,12",c6-nem3-b
"0,1,1,7,13,34",a6-nem1-a
"0,1,28,4,10,1,28,1,7,7,8",b4-nem4-a
"0,1,13,7,7,10,28,5",a2-nem2-b
"0,1,28,1,28,2",a1-nem4-a
"0,1,13,7,7,1",b6-nem1-b
"0,1,28,7,7,7,1,10",c4-nem3-a
"0,1,1,28,4,1,28,17",rs112
"0,1,1,28,7,1,13,6",a5-nem4-b
"0,1,1,28,13,1,13,18",rs584
"0,1,1,28,7,3",a2-nem4-b
"0,1,28,7,7,7,34",c2-nem2-a
"0,1,7,7,18",rs340
"0,1,28,4,2,4,28,25",rs168
"0,1,7,7,7,1,13,28,13,19",rs955
"0,1,7,7,13,7,28",c6-nem2-b
"0,1,13,13,13,4,4,15",c5-nem2-a
"0,1,1,28,7,1,7,7,7,9",d1-nem4-b
"0,1,7,7,7,1,13,7,8",d5-nem1-b
"0,1,28,10,1,31",a3-nem3-b
"0,1,28,4,4,4,1,10,4,28,4,13",c2-nem3-b
"0,1,1,28,7,1,7,10,7,1",c4-nem1-a
"0,1,4,4,1,28,10,1,10,27",rs1311
"0,1,10,4,28,8",a3-nem2-b
"0,1,28,7,7,7,3",c2-nem3-a
"0,1,10,7,7,9",c4-nem2-a
"0,1,4,1,4,28,4,4,33",d2-nem1-b
"0,1,1,28,10,1,17",rs583
"0,1,28,4,2,13,28,4,4,28",d5-nem3-a
"0,1,28,7,1,7,28,13,21",rs1505
"0,1,1,28,10,1,28,1",a3-nem3-b
"0,1,28,4,10,1,13",b1-nem3-a
"0,1,4,1,4,28,4,4,31",d2-nem1-b
"0,1,13,7,7,7,28,13,13,1,4,14",b6-nem3-a
"0,1,7,7,1,28,13,1,13,20",rs946
"0,1,10,10,28,1,7,7,28,13",b4-nem3-b
"0,1,4,4,4,1,13,28,13,1,28,24",rs796
"0,1,10,10,10",a1-nem2-a
"0,1,10,4,28,1,4",c3-nem3-a
"0,1,28,4,4,1,8",b1-nem3-a
"0,1,28,4,10,1,28,1,7,32",a3-nem4-b
"0,1,7,7,7,1,13,28,13,1,21",rs1019
"0,1,1,28,7,1,7,28,1,7",c2-nem3-b
"0,1,28,7,7,28,9",c2-nem2-a
"0,1,28,4,4,1,32",c1-nem3-b
"0,1,28,1,4",b1-nem3-a
"0,1,28,13,1,33",a5-nem3-b
"0,1,10,7,7,10,7",c6-nem2-a
"0,1,4,4,4,1,13,28,13,1,12",d5-nem4-b
"0,1,1,28,1,13,30",a5-nem4-a
"0,1,4,4,1,28,13,1,4,10",d1-nem4-b
"0,1,7,7,1,28,13,1,28,20",rs1514
"0,1,28,7,7,1,12",b4-nem3-a
"0,1,10,10,4,1",b5-nem1-b
"0,1,1,28,10,10,7,1,15",a4-nem4-b
"0,1,28,4,2,13,28,4,1,31",c5-nem4-b
"0,1,1,7,10,28,10,7,13",b4-nem1-a
"0,1,28,4,4,1,30",c1-nem3-b
"0,1,1,28,7,1,7,7,32",c2-nem4-a
"0,1,28,1,28,7,1,33",a2-nem4-b
"0,1,10,7,7,7,7,1,5",c4-nem1-b
"0,1,10,4,30",b3-nem2-b
"0,1,28,4,4,4,4,28,2",d2-nem1-b
"0,1,1,28,10,1,28,7,29",a4-nem4-b
"0,1,7,1,9",b2-nem1-b
"0,1,1,28,10,1,28,7,36",a4-nem4-b
"0,1,7,7,10,7,28,7,1,19",rs1063
"0,1,4,1,4,4,10,4,1,4",c4-nem2-a
"0,1,28,4,4,4,1,4,28,1,4",c2-nem4-a
"0,1,4,4,18",rs141
"0,1,28,7,1,7,28,1,17",rs370
"0,1,1,28,10,1,7",a4-nem4-b
"0,1,13,7,7,13,7,13,13",c6-nem2-a
"0,1,28,4,4,4,1,4,28,1,8",d1-nem4-a
"0,1,4,1,4,4,4,28,13",d6-nem1-a
"0,1,10,10,28,1,4,4,28",c5-nem3-b
"0,1,28,13,1,13,28,1,12",a5-nem4-a
"0,1,13,7,7,10,5",a2-nem2-a
"0,1,4,4,1,28,13,4,28",d5-nem1-b
"0,1,4,1,13,4,13,4,4,17",rs1033
"0,1,13,13,7,7,28,7,1,7,28,16",rs1068
"0,1,10,10,28,13",a3-nem2-b
"0,1,4,11",b3-nem2-a
"0,1,13,7,7,10,4",a2-nem2-a
"0,1,10,7,20",rs830
"0,1,28,13,1,4,28,4,1,35",c5-nem4-b
"0,1,1,7,10,28,7,9",c4-nem1-a
"0,1,1,28,1,13,34",a5-nem4-a
"0,1,28,7,1,7,7,10,28,15",c2-nem3-b
"0,1,10,4,28,1,28,13",b1-nem3-b
"0,1,1,28,7,1,7,10,2",b4-nem1-a
"0,1,28,13,1,7,28,10,10",a4-nem3-b
"0,1,28,7,1,7,28,10,19",rs927
"0,1,1,28,10,1,28,7,2",a4-nem3-b
"0,1,28,7,1,28,11",a4-nem3-b
"0,1,10,10,4,4,28,27",rs1275
"0,1,28,13,1,4,28,4,11",c1-nem3-b
"0,1,10,9",a4-nem2-a
"0,1,1,28,7,1,7,7,1,12",c4-nem1-a
"0,1,28,7,1,10,25",rs851
"0,1,10,10,28,1,28,7,14",a4-nem3-b
"0,1,4,4,1,28,13,18",rs1242
"0,1,10,10,4,4,28,13",c3-nem2-b
"0,1,28,10,36",a3-nem2-a
"0,1,28,4,4,4,1,13,4,6",c6-nem3-a
"0,1,28,4,10,1,28,1,7,7,14",a2-nem4-a
"0,1,1,28,7,1,13,4",a5-nem4-b
"0,1,28,4,4,4,10,4,4,36",c4-nem2-a
"0,1,4,4,4,1,10,28,10,1,28,18",rs1368
"0,1,1,28,10,10,1,28,13,7,29",a4-nem4-b
"0,1,13,13,7,7,28,7,1,10",c6-nem3-a
"0,1,4,1,4,4,13,28,1,11",d1-nem4-b
"0,1,13,7,28,13,1,14,28,15",a6-nem3-b
"0,1,28,4,4,11",c3-nem2-b
"0,1,1,28,10,2",a3-nem4-b
"0,1,13,13,7,7,28,7,1,7,18",rs1062
"0,1,13,7,28,7,1,13,28,24",rs930
"0,1,7,7,1",b2-nem1-b
"0,1,28,4,2,10,28,10,18",rs1214
"0,1,1,28,1,9",a2-nem4-b
"0,1,28,7,1,13,7,9",c6-nem3-a
"0,1,10,10,28,1,13",a3-nem3-a
"0,1,10,6",b3-nem2-a
"0,1,28,10,7,33",a4-nem2-a
"0,1,1,28,7,1,7,10,34",b4-nem4-a
"0,1,1,28,10,10,1,28,13,32",a3-nem4-b
"0,1,28,4,4,10,4,28,7",c3-nem2-a
"0,1,28,4,2,13,28,1,9",a5-nem4-a
"0,1,13,7,28,13",a4-nem2-b
"0,1,28,10,30",a3-nem2-a
"0,1,10,10,1,14",a3-nem1-b
"0,1,10,7,7,10,7,1,14",c4-nem1-b
"0,1,10,10,4,17",rs1187
"0,1,1,17",rs9
"0,1,7,7,7,1,13,28,13,1,19",rs1017
"0,1,1,28,7,1,7,7,10,28,4",b4-nem4-a
"0,1,13,1,31",a5-nem1-a
"0,1,7,7,7,1,10,28,10,1,28,25",rs1589
"0,1,1,28,10,10,1,28,13,31",a3-nem4-b
"0,1,28,4,2,13,28,20",rs1216
"0,1,28,13,1,13,28,20",rs568
"0,1,13,13,1,28,1,13,14",a5-nem4-b
"0,1,7,1,10,28,10,1,27",rs1455
"0,1,13,4,28,4,1,4,28,27",rs1365
"0,1,1,28,7,1",a2-nem4-b
"0,1,28,4,4,10,32",c3-nem2-a
"0,1,10,7,28,7,1,7,20",rs992
"0,1,10,4,35",b3-nem2-b
"0,1,13,3",a5-nem1-b
"0,1,1,7,10",a4-nem1-b
"0,1,28,4,4,4,1,28,4,1,9",d1-nem4-a
"0,1,13,7,28,10",a2-nem2-b
"0,1,13,13,1,28,4,12",b5-nem1-a
"0,1,1,28,13,1,7,12",a2-nem4-b
"0,1,1,28,1,28,1,28",a1-nem3-a
"0,1,1,28,1,28,7,30",a2-nem4-b
"0,1,10,10,28,1,7",a6-nem3-a
"0,1,28,4,2,13,28,13,17",rs637
"0,1,28,13,1,4,28,4,1,29",c5-nem4-b
"0,1,7,7,1,28,10,1,10,19",rs1521
"0,1,7,7,7,1,10,28,10,1,18",rs1592
"0,1,28,7,7,28,7",c2-nem2-a
"0,1,28,4,10,1,28,1,7,2",a3-nem3-b
"0,1,4,4,13,4,4,16",rs1618
"0,1,10,4,28,4,1,10,28,25",rs1291
"0,1,10,4,28,1,28,4,4,1,13",d1-nem4-a
"0,1,10,7,7,10,28,1,14",b4-nem3-a
"0,1,1,28,4,1,10,4,28,4,15",d1-nem4-a
"0,1,28,1,7,1",a2-nem2-b
"0,1,1,7,10,28,10,1,28,13,1",a4-nem3-b
"0,1,7,7,7,1,13,28,13,1,27",rs1023
"0,1,1,28,10,1,28,4,10",b5-nem4-a
"0,1,1,28,7,1,7,7,33",c2-nem4-a
"0,1,1,28,10,10,1,28,13,7,34",a4-nem4-b
"0,1,4,4,4,1,13,28,1",d5-nem4-b
"0,1,28,13,1,7,28,1,11",a2-nem4-a
"0,1,13,7,28,7,1,7,28,13,25",rs1003
"0,1,1,28,7,1,13,28,11",a2-nem4-a
"0,1,10,7,28,7,7,28,13",c2-nem2-a
"0,1,7,1,13,36",a6-nem1-a
"0,1,1,28,1,7,13,2",a6-nem1-a
"0,1,7,7,1,28,10,1,26",rs950
"0,1,28,13,1,29",a5-nem3-b
"0,1,4,4,1,28,10,1,4,15",d1-nem4-b
"0,1,13,7,7,7,28,13,1,28,10",c6-nem3-b
"0,1,1,28,7,1,7,7,13,3",c6-nem1-a
"0,1,4,1,18",rs74
"0,1,4,1,10,7",a3-nem1-b
"0,1,28,4,10,31",b3-nem2-a
"0,1,4,4,1,28,10,1,27",rs735
"0,1,4,4,1,28,13,1,28,17",rs1295
"0,1,13,1,6",b5-nem1-b
"0,1,28,7,1,10,18",rs846
"0,1,28,4,4,4,4,4,31",c2-nem2-a
"0,1,28,10,1",a3-nem3-a
"0,1,7,7,7",c2-nem2-a
"0,1,10,10,4,4,4,4,28",d6-nem2-b
"0,1,28,7,1,7,11",b4-nem3-a
"0,1,1,28,7,1,7,10,28",b4-nem4-a
"0,1,1,28,25",rs7
"0,1,1,7,10,7,7",c4-nem1-b
"0,1,1,28,7,1,7,10,10,28,15",b4-nem4-a
"0,1,7,1,10,28,10,1,28,20",rs1442
"0,1,4,4,1,28,4,1,13",d5-nem4-b
"0,1,10,10,7,1,7,28,7",c6-nem1-a
"0,1,10,7,7,10,28",b6-nem2-b
"0,1,13,13,7,18",rs828
"0,1,13,13,1,28,7,7,7,13,14",c6-nem1-a
"0,1,4,1,10,17",rs601
"0,1,28,4,10,1,28,1,7,35",a3-nem4-b
"0,1,28,1,33",a1-nem3-b
"0,1,10,7,7,1,36",b4-nem1-a
"0,1,28,9",a2-nem2-b
"0,1,28,13,1,36",a5-nem3-b
"0,1,1,28,1,28,4,5",c1-nem4-a
"0,1,7,7,13,7,28,17",rs1555
"0,1,28,13,1,4,4,11",c1-nem3-a
"0,1,13,7,28,7,1,13,28,18",rs926
"0,1,28,4,2,13,28,4,4,33",d5-nem3-a
"0,1,28,7,1,11",a4-nem3-a
"0,1,28,7,7,7,1,13",c6-nem3-a
"0,1,28,4,4,4,10,4,4,33",c4-nem2-a
"0,1,4,4,1,28,10,1,10,16",rs1302
"0,1,13,4,4,1,8",b5-nem1-b
"0,1,1,28,1,13,29",a5-nem4-a
"0,1,13,7,7,7,1,10,9",d2-nem1-b
"0,1,13,7,28,13,20",rs838
"0,1,1,7,13,30",a6-nem1-a
"0,1,13,7,7,1,28,4",a6-nem1-a
"0,1,1,7,14",a6-nem1-b
"0,1,28,4,2,21",rs101
"0,1,13,7,28,7,1,13,28,16",rs924
"0,1,1,28,7,1,7,28,9",c2-nem4-a
"0,1,28,4,10,1,28,1,7,7,28",a4-nem4-b
"0,1,1,28,1,13,4",b5-nem4-b
"0,1,13,13,13,4,15",b5-nem2-a
"0,1,28,4,4,10,4,28",d3-nem2-a
"0,1,13,7,2",a6-nem1-b
"0,1,1,28,4,13,8",a5-nem1-a
"0,1,28,1,28,10,20",rs568
"0,1,13,7,7,7,1,10,3",c2-nem2-a
"0,1,1,7,10,28,10,1,13",a4-nem4-b
"0,1,10,7,7,1,34",b4-nem1-a
"0,1,1,28,7,1,31",a2-nem4-a
"0,1,13,7,28,13,1,7,28,10,9",c6-nem3-b
"0,1,28,7,31",a2-nem2-a
"0,1,13,7,7,7,1,31",c6-nem1-a
"0,1,13,1,29",a5-nem1-a
"0,1,1,28,1,28,1,31",a1-nem3-a
"0,1,1,28,4,1,28,5",c1-nem4-a
"0,1,10,4,28,4,1,4,28,4,18",rs1070
"0,1,1,28,10,10,1,28,13,7,14",a2-nem4-a
"0,1,28,7,1,10,28,24",rs858
"0,1,13,4,4,4,28,13,1,10",d5-nem3-a
"0,1,28,7,1,28,13,13,7,7",c4-nem3-b
"0,1,28,4,10,1,28,14",b1-nem3-b
"0,1,1,28,4,1,4,17",rs179
"0,1,13,7,7,7,28,13,1,10",c6-nem3-a
"0,1,28,7,1,10,28,10,16",rs1428
"0,1,10,7,28,7,7,28,1",c4-nem1-b
"0,1,28,4,4,4,4,28,5",c2-nem2-a
"0,1,28,13,1,7,28,10,3",a2-nem4-a
"0,1,28,13,1,4,28,1,8",a5-nem4-a
"0,1,28,13,1,4,28,1,4,31",c5-nem4-b
"0,1,13,4,28,4,1,4,28,1,35",d5-nem4-b
"0,1,28,7,1,13,28,13,26",rs860
"0,1,1,7,10,10,7,28,7,14",c4-nem1-a
"0,1,13,7,12",a2-nem2-a
"0,1,4,4,1,28,13,1,6",d5-nem4-b
"0,1,1,28,10,31",a3-nem1-b
"0,1,10,7,28,7,1,10,28,1,24",rs1516
"0,1,1,28,4,1,13,2",b5-nem1-a
"0,1,7,7,10,7,1",c4-nem1-b
"0,1,10,7,28,3",a4-nem3-a
"0,1,28,13,28",a5-nem2-a
"0,1,13,7,7,7,1,13,28,10",c6-nem1-a
"0,1,13,7,28,7,1,9",c6-nem3-a
"0,1,10,10,1,19",rs1107
"0,1,7,1,13,7,28,6",a6-nem1-a
"0,1,28,4,2,7",a1-nem3-a
"0,1,1,10,2",a3-nem2-a
"0,1,10,7,28,7,7,28,2",c4-nem1-b
"0,1,7,7,7,1,13,28,13,1,28,17",rs1007
"0,1,28,13,1,4,28,4,1,36",c5-nem4-b
"0,1,13,7,7,1,28,12",b2-nem1-a
"0,1,13,7,7,7,1,10,11",c4-nem1-b
"0,1,28,4,4,4,1,4,5",c2-nem3-a
"0,1,28,4,2,13,28,10",b1-nem3-b
"0,1,1,28,10,35",a3-nem1-b
"0,1,1,28,4,1,10,4,28,14",c1-nem4-a
"0,1,28,13,1,7,10,3",a2-nem2-b
"0,1,28,4,2,4,28,4,26",rs240
"0,1,1,28,7,1,13,7,1,4",a6-nem1-a
"0,1,10,10,28,1,7,7,28,14",b4-nem3-b
"0,1,7,1,10,28,7,9",c4-nem1-a
"0,1,28,4,4,4,4,1,10,4,4",b4-nem3-a
"0,1,1,11",a3-nem1-b
"0,1,1,28,10,7,7,1,28,1",b4-nem3-b
"0,1,1,13,13",a3-nem1-b
"0,1,4,1,4,4,4,4,5",b2-nem1-b
"0,1,7,7,1,28,10,1,10,21",rs1523
"0,1,28,13,4",b5-nem2-b
"0,1,1,28,7,1,20",rs320
"0,1,1,7,10,1,28,2",a4-nem3-a
"0,1,4,1,4,4,10,4,4",c4-nem1-b
"0,1,10,4,28,7",a3-nem2-b
"0,1,28,7,1,7,28,13,25",rs1507
"0,1,4,4,4,1,13,28,3",d5-nem4-b
"0,1,28,4,4,4,1,13,28,1,11",d1-nem4-a
"0,1,13,7,7,7,28,13,1,28,11",c6-nem3-b
"0,1,28,1,35",a1-nem3-b
"0,1,7,10,4",a3-nem2-a
"0,1,28,4,4,4,10,4,4,28",c4-nem2-a
"0,1,1,7,13,28",a6-nem1-a
"0,1,13,13,7,7,28,18",rs908
"0,1,1,28,10,10,1,28,13,3",a3-nem3-b
"0,1,4,4,10,4,28,26",rs770
"0,1,28,4,4,4,1,28,9",c1-nem3-b
"0,1,28,7,1,7,7,32",c2-nem3-b
"0,1,1,28,10,7,2",a4-nem4-b
"0,1,4,4,1,28,13,1,13,4,10",d5-nem4-b
"0,1,28,10,10,7,19",rs1413
"0,1,1,28,1,7,7,1",b2-nem1-a
"0,1,1,28,7,7",b2-nem1-a
"0,1,7,7,28,7,1,28",c2-nem3-b
"0,1,1,7,10,28,10,1,28,13,31",a4-nem4-b
"0,1,4,4,4,1,10,28,10,1,25",rs1381
"0,1,13,1,5",b5-nem1-b
"0,1,10,10,4,14",b3-nem2-a
"0,1,13,13,4,1,12",b5-nem1-b
"0,1,4,1,10,4,10,28,15",c3-nem1-a
"0,1,28,7,1,13,28,13,24",rs858
"0,1,1,7,10,10,7,7,13",c4-nem1-b
"0,1,4,4,4,1,13,28,4,25",rs1607
"0,1,28,7,7,7,7,28",d2-nem2-a
"0,1,28,13,1,4,28,4,1,28",c5-nem4-b
"0,1,13,7,7,10,7",c2-nem2-a
"0,1,4,1,10,10,4,28,13",c3-nem1-a
"0,1,28,4,2,10",b3-nem3-a
"0,1,7,7,13,7,28,27",rs1563
"0,1,10,7,28,10,1,15",a4-nem3-a
"0,1,10,7,7,10",b6-nem2-a
"0,1,7,7,1,28,10,1,28,24",rs940
"0,1,1,28,10,33",a3-nem1-b
"0,1,28,4,2,13,28,13,20",rs640
"0,1,12",a3-nem2-a
"0,1,13,4,4,4,28,2",d5-nem3-a
"0,1,1,7,10,10,7,7,14",c4-nem1-b
"0,1,28,7,1,10,16",rs844
"0,1,28,7,1,10,21",rs849
"0,1,28,4,4,4,4,1,10,4,13",c2-nem3-a
"0,1,7,1,10,28,1",a4-nem4-b
"0,1,1,7,10,28,7,1,4",a4-nem4-b
"0,1,28,4,2,13,28,4,1,29",c5-nem4-b
"0,1,10,4,28,1,28,7",a3-nem3-b
"0,1,28,7,1,13,28,1,19",rs1441
"0,1,28,4,4,4,1,4,28,1,6",c2-nem4-a
"0,1,7,1,13,31",a6-nem1-a
"0,1,28,7,7,10,3",b4-nem3-a
"0,1,1,28,4,1,10,9",a3-nem4-b
"0,1,1,28,4,1,10,4,3",c3-nem1-a
"0,1,7,7,28,7,1,14",c6-nem3-a
"0,1,28,4,10,1,4,13",c1-nem3-a
"0,1,10,10,7,1,7,28,13",b4-nem1-a
"0,1,1,7,10,7,28",b4-nem1-a
"0,1,13,1,30",a5-nem1-a
"0,1,28,13,1,4,28,4,1,31",c5-nem4-b
"0,1,1,28,7,1,13,7,1,6",a6-nem1-a
"0,1,28,12",a3-nem2-b
"0,1,13,13,7,7,28,7,1,7,28,26",rs1076
"0,1,1,28,1,7,7,28,8",c2-nem4-a
"0,1,28,7,7,7,7,28,4",c2-nem2-a
"0,1,28,10,1,10,28,14",a3-nem3-b
"0,1,1,28,7,1,7,28,1,9",c2-nem3-b
"0,1,1,28,10,1,10,7,15",a4-nem4-b
"0,1,28,4,2,13,4,5",d5-nem3-a
"0,1,1,28,10,1,7,13",a2-nem4-b
"0,1,7",a2-nem2-a
"0,1,1,28,10,1,28,7,32",a4-nem4-b
"0,1,28,4,10,1,28,1,7,15",a1-nem4-a
"0,1,28,4,4,4,1,14",d5-nem3-a
"0,1,4,1,13,4,6",d5-nem1-b
"0,1,1,28,7,1,13,28,1,6",a5-nem3-b
"0,1,7,1,13,7,13,28,21",rs885
"0,1,1,7,10,28,10,1,28,7,1,15",b4-nem3-b
"0,1,1,7,10,28,10,1,28,13,32",a4-nem4-b
"0,1,13,7,28,13,1,7,28,13,15",b6-nem3-b
"0,1,28,10,1,36",a3-nem3-b
"0,1,7,7,13,7,13,7,17",rs1043
"0,1,28,13,1,13,28,10",a5-nem3-b
"0,1,13,13,28,13,14",a5-nem2-b
"0,1,28,4,4,1,35",c1-nem3-b
"0,1,13,7,7,7,1,35",c6-nem1-a
"0,1,13,13,4,1,4,28,1,12",c5-nem4-b
"0,1,10,10,7,7,28,7,1,7,20",rs1640
"0,1,1,28,10,10,1,28,13,7,32",a4-nem4-b
"0,1,28,13,1,4,28,4,1,12",c1-nem4-a
"0,1,13,7,28,7,7,1",c6-nem3-a
"0,1,4,1,10,4,10,24",rs1254
"0,1,13,7,7,7,1,10,10",c4-nem1-b
"0,1,28,4,4,4,1,10,4,28,4,5",b4-nem3-b
"0,1,28,7,1,7,7,10,5",b4-nem3-a
"0,1,13,13,1,28,1,4,4,11",c5-nem4-b
"0,1,10,7,7,10,28,1,15",b4-nem3-a
"0,1,28,4,4,4,1,10,28,1,14",d1-nem4-a
"0,1,1,7,10,28,10,7,7,13",c4-nem1-a
"0,1,13,13,28,19",rs549
"0,1,28,13,34",a5-nem2-a
"0,1,10,7,28,7,1,7,28,10,20",rs1576
"0,1,28,1,28,10,25",rs571
"0,1,10,10,7,7,1,28,7,14",c4-nem1-a
"0,1,1,7,10,28,10,1,28,13,15",a2-nem4-a
"0,1,4,4,4,1,10,28,10,1,4,18",rs1664
"0,1,28,4,4,30",c1-nem2-a
"0,1,13,13,1,12",a5-nem1-b
"0,1,4,1,26",rs79
"0,1,28,4,4,1,9",b1-nem3-a
"0,1,7,7,1,28,7,1,10,7,26",rs1094
"0,1,28,10,7,31",a4-nem2-a
"0,1,7,7,21",rs342
"0,1,28,4,2,4,28,4,1",d1-nem4-a
"0,1,28,4,4,4,10,4,4,35",c4-nem2-a
"0,1,28,7,7,7,30",c2-nem2-a
"0,1,7,7,1,28,13,1,13,21",rs947
"0,1,4,1,4,28,4,4,30",d2-nem1-b
"0,1,7,7,1,28,13,1,13,24",rs948
"0,1,4,4,1,28,13,4,3",d5-nem4-b
"0,1,10,10,4,1,18",rs1178
"0,1,4,1,10,4,31",c3-nem1-a
"0,1,28,4,4,1,29",c1-nem3-b
"0,1,1,28,4,13,1",b5-nem4-b
"0,1,10,10,28,14",a3-nem2-b
"0,1,13,7,28,7,1,13,25",rs923
"0,1,1,7,10,6",a3-nem1-b
"0,1,1,28,4,13,28",b5-nem1-b
"0,1,13,13,1,28,7,11",a6-nem1-a
"0,1,28,4,4,1",c1-nem3-a
"0,1,1,28,7,1,7,10,7,28,4",b4-nem4-a
"0,1,28,1,28,13",a5-nem3-b
"0,1,10,7,28,7,1,10,28,1,19",rs1513
"0,1,28,4,4,4,1,28,10,1,13",d1-nem4-a
"0,1,28,4,2,13,28,4,4,1,10",d1-nem4-a
"0,1,1,28,7,1,33",a2-nem4-a
"0,1,4,4,4,1,13,28,16",rs1312
"0,1,1,13,4",b5-nem1-b
"0,1,4,1,13,28,13,1,16",rs654
"0,1,1,28,4,15",b5-nem1-a
"0,1,7,7,10,7,10,7,28,18",rs1628
"0,1,13,7,7,10,28,10,3",b4-nem3-a
"0,1,1,10,4,28,4,1,10,17",rs1303
"0,1,1,28,4,1,13,5",c5-nem4-b
"0,1,1,28,7,1,7,7,35",c2-nem4-a
"0,1,1,28,10,1,28,7,7,2",b4-nem3-b
"0,1,4,1,4,4,4",d2-nem1-b
"0,1,28,7,7,10",b4-nem2-b
"0,1,28,7,1,13,28,25",rs1435
"0,1,13,7,7,7,1,5",b6-nem1-b
"0,1,13,13,7,7,1,10,12",b2-nem1-b
"0,1,13,4,4,4,28,3",d5-nem3-a
"0,1,28,4,2,13,28,8",a5-nem3-b
"0,1,4,1,4,28,13,3",c5-nem4-b
"0,1,28,13,1,7,28,10,6",a1-nem3-b
"0,1,7,7,13,7,13,18",rs972
"0,1,28,7,1,7",b2-nem3-a
"0,1,4,1,10,4,10,28,13",c3-nem1-a
"0,1,1,28,4,1,10,4,28,4,14",d1-nem4-a
"0,1,13,7,7,10,28,10,7,34",c4-nem2-a
"0,1,13,13,4,17",rs611
"0,1,1,28,10,10,1,15",a3-nem4-b
"0,1,28,7,1,7,28,10,21",rs929
"0,1,28,7,1,28,13,13",a4-nem3-b
"0,1,13,4,28,4,1,4,28,1,30",d5-nem4-b
"0,1,7,7,28,7,1,7,28,1,8",d1-nem4-a
"0,1,7,1,13,7,13,18",rs890
"0,1,1,7,9",b2-nem1-b
"0,1,10,10,28,1,7,7,13",b4-nem3-a
"0,1,4,1,4,28,4,2",d1-nem4-b
"0,1,13,7,7,1,28,7",c6-nem1-a
"0,1,28,13,1,4,28,1,4,11",c1-nem4-a
"0,1,28,7,1,7,7,29",c2-nem3-b
"0,1,28,4,4,4,10,4,4,1,4",b4-nem3-a
"0,1,1,28,7,1,7,7,10,28,14",c2-nem4-a
"0,1,28,7,7,1,7",c2-nem3-a
"0,1,10,10,4,4,28",c5-nem2-b
"0,1,28,4,10,10,4,13",c3-nem2-b
"0,1,10,10,4,4,15",c3-nem2-a
"0,1,4,4,1,28,13,1,13,4,12",d5-nem4-b
"0,1,4,4,28,19",rs148
"0,1,1,28,7,1,13,7,1",b6-nem1-a
"0,1,4,4,1,28,13,1,13,24",rs732
"0,1,28,7,7,7,1,36",c2-nem3-b
"0,1,7,1,13,7,28,11",b2-nem1-a
"0,1,4,4,1,28,13,1,4",d5-nem4-b
"0,1,1,28,7,1,36",a2-nem4-a
"0,1,28,13,1,7,28,1,4",a5-nem4-a
"0,1,28,1,28,7",a2-nem3-b
"0,1,7,7,1,28,1,6",a2-nem4-b
